1.969006, ms, false
12.16, µs, true
1.63368, ms, false
1.230751, ms, false
15.771, µs, true
13.184, µs, true
15.594, µs, true
1.62448, ms, false
1.3853, ms, false
1.201781, ms, false
16.111, µs, true
13.073, µs, true
13.57, µs, true
15.284, µs, true
1.371729, ms, false
13.041, µs, true
12.641, µs, true
13.369, µs, true
12.446, µs, true
1.694027, ms, false
14.522, µs, true
13.341, µs, true
13.623, µs, true
14.732, µs, true
1.482132, ms, false
8.855, µs, true
37.016, µs, true
15.372, µs, true
26.889, µs, true
36.374, µs, true
1.794264, ms, false
14.158, µs, true
13.782, µs, true
15.371, µs, true
12.547, µs, true
12.737, µs, true
16.287, µs, true
13.217, µs, true
35.116, µs, true
14.509, µs, true
1.42284, ms, false
18.864, µs, true
14.007, µs, true
15.903, µs, true
1.935479, ms, false
176.358, µs, true
13.546, µs, true
15.324, µs, true
26.098, µs, true
12.377, µs, true
21.473, µs, true
11.784, µs, true
12.722, µs, true
11.003, µs, true
14.828, µs, true
15.296, µs, true
12.246, µs, true
12.144, µs, true
11.776, µs, true
11.87, µs, true
1.511632, ms, false
13.563, µs, true
95.479, µs, true
14.257, µs, true
15.773, µs, true
13.268, µs, true
12.432, µs, true
13.966, µs, true
13.586, µs, true
13.019, µs, true
14.417, µs, true
1.764118, ms, false
15.343, µs, true
13.308, µs, true
13.151, µs, true
13.55, µs, true
15.102, µs, true
14.046, µs, true
12.827, µs, true
13.478, µs, true
14.371, µs, true
2.196705, ms, false
16.327, µs, true
14.556, µs, true
14.136, µs, true
904.077, µs, false
1.431172, ms, false
14.518, µs, true
1.355474, ms, false
12.422, µs, true
14.926, µs, true
12.697, µs, true
13.986, µs, true
13.293, µs, true
13.725, µs, true
12.423, µs, true
12.125, µs, true
12.901, µs, true
130.732, µs, true
13.196, µs, true
1.207728, ms, false
16.02, µs, true
128.142, µs, true
14.874, µs, true
15.114, µs, true
14.069, µs, true
12.801, µs, true
15.339, µs, true
1.470378, ms, false
14.504, µs, true
14.497, µs, true
14.091, µs, true
15.75, µs, true
15.392, µs, true
13.16, µs, true
13.516, µs, true
14.532, µs, true
15.379, µs, true
13.95, µs, true
13.713, µs, true
14.714, µs, true
1.608558, ms, false
12.996, µs, true
13.228, µs, true
14.021, µs, true
1.296622, ms, false
13.65, µs, true
14.943, µs, true
14.287, µs, true
15.881, µs, true
12.228, µs, true
13.58, µs, true
14.516, µs, true
12.573, µs, true
11.847, µs, true
847.859, µs, false
1.665106, ms, false
1.578397, ms, false
12.2, µs, true
14.504, µs, true
14.168, µs, true
14.532, µs, true
1.492161, ms, false
13.553, µs, true
15.034, µs, true
12.955, µs, true
9.734, µs, true
13.604, µs, true
13.168, µs, true
1.559642, ms, false
15.232, µs, true
14.986, µs, true
14.6, µs, true
13.34, µs, true
1.358629, ms, false
12.478, µs, true
13.545, µs, true
14.461, µs, true
15.359, µs, true
14.49, µs, true
12.126, µs, true
12.042, µs, true
12.743, µs, true
11.809, µs, true
14.404, µs, true
14.038, µs, true
14.791, µs, true
11.02, µs, true
13.121, µs, true
15.959, µs, true
10.088, µs, true
13.087, µs, true
14.812, µs, true
13.103, µs, true
11.457, µs, true
13.002, µs, true
11.411, µs, true
15.598, µs, true
11.82, µs, true
11.116, µs, true
11.878, µs, true
14.238, µs, true
11.722, µs, true
12.005, µs, true
11.663, µs, true
13.454, µs, true
15.848, µs, true
20.003, µs, true
14.776, µs, true
14.459, µs, true
1.70837, ms, false
12.227, µs, true
1.477891, ms, false
15.37, µs, true
15.864, µs, true
15.785, µs, true
13.799, µs, true
12.337, µs, true
12, µs, true
11.517, µs, true
14.611, µs, true
11.355, µs, true
14.056, µs, true
13.69, µs, true
1.505735, ms, false
1.686216, ms, false
14.281, µs, true
14.992, µs, true
13.506, µs, true
12.755, µs, true
13.824, µs, true
13.071, µs, true
1.838206, ms, false
14.606, µs, true
1.634251, ms, false
22.875, µs, true
14.041, µs, true
15.689, µs, true
12.426, µs, true
13.566, µs, true
11.555, µs, true
14.109, µs, true
14.352, µs, true
11.728, µs, true
13.949, µs, true
14.336, µs, true
14.979, µs, true
13.367, µs, true
745.191, µs, false
13.696, µs, true
14.169, µs, true
13.814, µs, true
16.442, µs, true
12.871, µs, true
1.191842, ms, false
162.989, µs, true
13.599, µs, true
12.196, µs, true
13.448, µs, true
1.310639, ms, false
14.443, µs, true
11.588, µs, true
11.183, µs, true
15.426, µs, true
11.657, µs, true
11.624, µs, true
14.461, µs, true
11.158, µs, true
13.37, µs, true
11.686, µs, true
11.732, µs, true
11.348, µs, true
12.17, µs, true
1.637293, ms, false
13.653, µs, true
13.581, µs, true
21.686, µs, true
17.501, µs, true
13.969, µs, true
28.062, µs, true
46.025, µs, true
10.799, µs, true
11.659, µs, true
14.144, µs, true
11.751, µs, true
15.564, µs, true
13.079, µs, true
13.437, µs, true
11.802, µs, true
14.887, µs, true
14.19, µs, true
13.213, µs, true
1.44732, ms, false
12.847, µs, true
13.057, µs, true
13.323, µs, true
12.759, µs, true
1.330281, ms, false
14.87, µs, true
13.366, µs, true
14.266, µs, true
15.602, µs, true
12.471, µs, true
14.956, µs, true
24.27, µs, true
12.16, µs, true
14.219, µs, true
13.782, µs, true
12.494, µs, true
14.874, µs, true
1.399462, ms, false
15.013, µs, true
11.925, µs, true
12.327, µs, true
15.621, µs, true
12.728, µs, true
16.153, µs, true
14.296, µs, true
12.672, µs, true
16.959, µs, true
